,x,y,day,temp_min,temp_max,precip
134,-92.968909903,44.619770603,1,62.666,85.6625,0.0
135,-92.9310955029,44.6197540495,1,62.5672,85.3497,0.0
136,-92.8932811476,44.619724976,1,62.4612,85.029,0.0
137,-92.8554668619,44.6196833825,1,62.3747,84.7115,0.0
138,-92.8176526703,44.6196292692,1,62.3178,84.3912,0.0
139,-92.7798385974,44.6195626362,1,62.2824,84.0706,0.0
140,-92.74202466800001,44.6194834836,1,62.2569,83.8048,0.0
141,-93.8011596547,44.6439723008,1,59.8128,88.3666,0.0
142,-93.763332964,44.6442313975,1,59.743,87.9532,0.0
143,-93.72550577560001,44.644477967,1,59.6218,87.4761,0.0
144,-93.68767811430001,44.6447120088,1,59.4693,87.0564,0.0
145,-93.64985000470001,44.6449335224,1,59.3535,86.774,0.0
146,-93.61202147140001,44.6451425076,1,59.3601,86.6544,0.0
147,-93.5741925391,44.6453389639,1,59.65,86.7266,0.0
148,-93.5363632325,44.6455228909,1,59.9625,86.8043,0.0
149,-93.4985335761,44.6456942885,1,60.5301,86.9114,0.0
150,-93.4607035947,44.6458531562,1,61.1604,86.9343,0.0
151,-93.422873313,44.6459994937,1,61.4206,86.9766,0.0
152,-93.3850427555,44.646133301,1,61.5987,87.0036,0.0
153,-93.347211947,44.6462545776,1,61.7288,86.9062,0.0
154,-93.3093809121,44.6463633234,1,61.8394,86.9219,0.0
155,-93.2715496755,44.6464595383,1,61.9978,86.8607,0.0
156,-93.2337182618,44.6465432219,1,62.1854,86.7949,0.0
157,-93.1958866957,44.6466143743,1,62.3909,86.7735,0.0
158,-93.1580550019,44.6466729952,1,62.6162,86.7372,0.0
159,-93.1202232051,44.6467190846,1,62.8217,86.6764,0.0
160,-93.0823913298,44.6467526423,1,62.971,86.5765,0.0
161,-93.0445594008,44.6467736684,1,63.0433,86.4239,0.0
162,-93.00672744280001,44.6467821628,1,63.0367,86.212,0.0
163,-92.9688954804,44.6467781254,1,62.9638,85.9448,0.0
164,-92.9310635382,44.6467615564,1,62.8472,85.6353,0.0
165,-92.8932316411,44.6467324556,1,62.7126,85.2987,0.0
166,-92.8553998135,44.6466908232,1,62.5817,84.9445,0.0
167,-92.8175680802,44.6466366592,1,62.4663,84.5764,0.0
168,-92.77973646580001,44.6465699638,1,62.3709,84.2156,0.0
169,-92.7419049951,44.646490737,1,62.3024,83.9279,0.0
170,-93.8772185165,44.670420772,1,59.8355,88.1077,0.0
171,-93.839375339,44.6707051882,1,59.8464,88.1644,0.0
172,-93.8015316137,44.6709770662,1,59.839,88.0323,0.0
173,-93.76368736520001,44.6712364057,1,59.8085,87.758,0.0
174,-93.7258426182,44.6714832062,1,59.7518,87.4336,0.0
175,-93.6879973975,44.6717174672,1,59.6828,87.139,0.0
176,-93.6501517277,44.6719391884,1,59.6451,86.9286,0.0
177,-93.6123056335,44.6721483693,1,59.6945,86.8238,0.0
178,-93.5744591397,44.6723450097,1,60.0152,86.8911,0.0
179,-93.5366122708,44.672529109,1,60.3039,86.9404,0.0
180,-93.4987650517,44.6727006671,1,60.8953,86.894,0.0
181,-93.4609175069,44.6728596837,1,61.5193,87.0769,0.0
182,-93.4230696613,44.6730061584,1,61.8163,87.1536,0.0
183,-93.3852215395,44.673140091,1,62.0686,87.2352,0.0
184,-93.3473731662,44.6732614812,1,62.2888,87.214,0.0
185,-93.3095245661,44.6733703289,1,62.4578,87.2761,0.0
186,-93.271675764,44.6734666339,1,62.6312,87.1752,0.0
187,-93.2338267845,44.673550396,1,62.7363,87.1281,0.0
188,-93.1959776524,44.673621615,1,62.871,87.0559,0.0
189,-93.1581283923,44.6736802908,1,63.0402,86.9843,0.0
190,-93.120279029,44.6737264234,1,63.208,86.9106,0.0
191,-93.0824295871,44.6737600126,1,63.3311,86.8147,0.0
192,-93.0445800915,44.6737810584,1,63.3826,86.6744,0.0
193,-93.0067305667,44.6737895607,1,63.3576,86.4765,0.0
194,-92.9688810375,44.6737855196,1,63.2664,86.2202,0.0
195,-92.9310315287,44.673768935,1,63.1284,85.9138,0.0
196,-92.8931820649,44.673739807,1,62.9649,85.5689,0.0
197,-92.8553326708,44.6736981355,1,62.7951,85.1955,0.0
198,-92.8174833711,44.6736439208,1,62.6335,84.806,0.0
199,-92.7796341906,44.6735771629,1,62.4937,84.4324,0.0
200,-92.74178515400001,44.6734978619,1,62.3926,84.1397,0.0
201,-93.8776261608,44.6974248857,1,59.8569,87.7201,0.0
202,-93.8397654027,44.6977095682,1,59.8786,87.7834,0.0
203,-93.8019040958,44.697981701,1,59.8907,87.7234,0.0
204,-93.7640422648,44.6982412834,1,59.8934,87.5657,0.0
205,-93.7261799346,44.6984883151,1,59.8877,87.3644,0.0
206,-93.6883171298,44.6987227956,1,59.885,87.1713,0.0
207,-93.6504538751,44.6989447245,1,59.9132,87.0253,0.0
208,-93.6125901954,44.6991541014,1,60.0072,86.9457,0.0
209,-93.5747261152,44.699350926,1,60.3654,87.0237,0.0
210,-93.5368616595,44.6995351978,1,60.899,86.9396,0.0
211,-93.4989968528,44.6997069166,1,61.525,87.1218,0.0
212,-93.46113172,44.6998660822,1,61.8601,87.2067,0.0
213,-93.4232662858,44.7000126941,1,62.1744,87.3099,0.0
214,-93.3854005749,44.7001467522,1,62.4723,87.4361,0.0
215,-93.3475346122,44.7002682561,1,62.7459,87.5746,0.0
216,-93.3096684222,44.7003772058,1,62.9508,87.5966,0.0
217,-93.2718020299,44.700473601,1,63.098,87.5217,0.0
218,-93.2339354599,44.7005574416,1,63.1601,87.4302,0.0
219,-93.196068737,44.7006287273,1,63.2589,87.3075,0.0
220,-93.15820188590001,44.7006874581,1,63.4108,87.2081,0.0
221,-93.1203349314,44.7007336339,1,63.5712,87.1321,0.0
222,-93.0824678983,44.7007672546,1,63.686,87.0479,0.0
223,-93.04460081120001,44.7007883201,1,63.7241,86.922,0.0
224,-93.006733695,44.7007968304,1,63.6814,86.7359,0.0
225,-92.9688665744,44.7007927855,1,63.5706,86.4877,0.0
226,-92.9309994741,44.7007761853,1,63.4108,86.1854,0.0
227,-92.8931324189,44.70074703,1,63.2217,85.84,0.0
228,-92.8552654336,44.7007053196,1,63.0214,85.4633,0.0
229,-92.8173985429,44.7006510541,1,62.8266,85.0731,0.0
230,-92.7795317715,44.7005842336,1,62.6561,84.7051,0.0
231,-92.7416651443,44.7005048582,1,62.5303,84.4168,0.0
232,-93.9916659229,44.7234986559,1,59.8563,86.9332,0.0
233,-93.9537893572,44.7238212869,1,59.8887,87.0959,0.0
234,-93.9159121675,44.7241313578,1,59.8396,87.2331,0.0
235,-93.8780343785,44.7244288681,1,59.8852,87.375,0.0
236,-93.8401560151,44.7247138174,1,59.9237,87.455,0.0
237,-93.8022771019,44.7249862051,1,59.9564,87.4564,0.0
238,-93.7643976638,44.7252460307,1,59.9876,87.3894,0.0
239,-93.7265177256,44.7254932938,1,60.0232,87.2824,0.0
240,-93.6886373119,44.725727994,1,60.0734,87.169,0.0
241,-93.6507564477,44.7259501308,1,60.1567,87.0781,0.0
242,-93.6128751576,44.7261597038,1,60.2938,87.0276,0.0
243,-93.5749934664,44.7263567128,1,60.6898,87.1237,0.0
244,-93.537111399,44.7265411572,1,61.2293,87.0384,0.0
245,-93.4992289801,44.726713037,1,61.8484,87.2253,0.0
246,-93.46134623450001,44.7268723516,1,62.1621,87.3148,0.0
247,-93.423463187,44.7270191009,1,62.4761,87.437,0.0
248,-93.3855798623,44.7271532845,1,62.7953,87.6001,0.0
249,-93.3476962853,44.7272749024,1,63.098,87.789,0.0
250,-93.3098124808,44.7273839541,1,63.3145,87.8821,0.0
251,-93.2719284735,44.7274804396,1,63.4225,87.8369,0.0
252,-93.2340442882,44.7275643587,1,63.457,87.6924,0.0
253,-93.1961599497,44.7276357112,1,63.5562,87.5177,0.0
254,-93.1582754829,44.7276944971,1,63.7297,87.4007,0.0
255,-93.1203909125,44.7277407161,1,63.9111,87.3368,0.0
256,-93.0825062633,44.7277743683,1,64.0328,87.2749,0.0
257,-93.0446215601,44.7277954535,1,64.0623,87.1657,0.0
258,-93.0067368277,44.7278039718,1,64.0019,86.9875,0.0
259,-92.96885209080001,44.7277999231,1,63.8709,86.7434,0.0
260,-92.9309673744,44.7277833074,1,63.6908,86.4455,0.0
261,-92.8930827031,44.7277541248,1,63.4809,86.1059,0.0
262,-92.85519810180001,44.7277123753,1,63.2586,85.7375,0.0
263,-92.8173135953,44.7276580589,1,63.0419,85.36,0.0
264,-92.7794292084,44.7275911758,1,62.8508,85.0078,0.0
265,-92.7415449657,44.7275117261,1,62.7058,84.7281,0.0
266,-93.9921275994,44.7505016358,1,59.826,86.6698,0.0
267,-93.9542334066,44.750824569,1,59.8695,86.8179,0.0
268,-93.9163385888,44.7511349304,1,59.9356,86.9794,0.0
269,-93.8784431707,44.7514327194,1,59.9133,87.0899,0.0
270,-93.8405471772,44.7517179356,1,59.9715,87.1886,0.0
271,-93.80265063300001,44.7519905785,1,60.0239,87.2365,0.0
272,-93.7647535629,44.7522506475,1,60.0803,87.2357,0.0
273,-93.7268559919,44.7524981422,1,60.1508,87.1989,0.0
274,-93.6889579446,44.7527330623,1,60.2458,87.1469,0.0
275,-93.651059446,44.7529554072,1,60.3771,87.1019,0.0
276,-93.6131605208,44.7531651765,1,60.5555,87.0801,0.0
277,-93.5752611939,44.75336237,1,61.2437,87.0723,0.0
278,-93.53736149,44.7535469873,1,61.5241,87.1167,0.0
279,-93.49946143410001,44.7537190281,1,62.1269,87.3049,0.0
280,-93.4615610509,44.7538784919,1,62.4116,87.3946,0.0
281,-93.4236603652,44.7540253787,1,62.7097,87.5275,0.0
282,-93.385759402,44.7541596881,1,63.0297,87.7184,0.0
283,-93.347858186,44.7542814198,1,63.3391,87.9539,0.0
284,-93.309956742,44.7543905738,1,63.5453,88.1181,0.0
285,-93.27205509500001,44.7544871497,1,63.6075,88.1022,0.0
286,-93.2341532696,44.7545711474,1,63.6369,87.8993,0.0
287,-93.1962512909,44.7546425668,1,63.7777,87.6765,0.0
288,-93.1583491835,44.7547014077,1,64.0089,87.5578,0.0
289,-93.1204469724,44.75474767,1,64.2329,87.5256,0.0
290,-93.0825446823,44.7547813537,1,64.3698,87.4988,0.0
291,-93.0446423382,44.7548024587,1,64.3906,87.406,0.0
292,-93.0067399648,44.754810985,1,64.3105,87.2279,0.0
293,-92.9688375869,44.7548069325,1,64.1592,86.9814,0.0
294,-92.9309352295,44.7547903012,1,63.9616,86.6867,0.0
295,-92.8930329174,44.7547610913,1,63.7362,86.357,0.0
296,-92.8551306753,44.7547193026,1,63.4995,86.0042,0.0
297,-92.8172285282,44.7546649354,1,63.2691,85.6469,0.0
298,-92.7793265008,44.7545979896,1,63.0645,85.3148,0.0
299,-93.9925899257,44.7775044838,1,59.7664,86.426,0.0
300,-93.95467808110001,44.7778277194,1,59.8243,86.5727,0.0
301,-93.9167656104,44.7781383716,1,59.9225,86.7466,0.0
302,-93.8788525384,44.7784364396,1,60.0233,86.9029,0.0
303,-93.8409388899,44.7787219229,1,60.0173,86.9881,0.0
304,-93.80302468990001,44.7789948212,1,60.0851,87.0652,0.0
305,-93.7651099631,44.7792551338,1,60.1627,87.1084,0.0
306,-93.7271947344,44.7795028604,1,60.2646,87.1216,0.0
307,-93.6892790288,44.7797380005,1,60.4002,87.1162,0.0
308,-93.6513628709,44.7799605537,1,60.5761,87.1086,0.0
309,-93.6134462858,44.7801705196,1,60.7946,87.1126,0.0
310,-93.5755292983,44.7803678978,1,61.507,87.1272,0.0
311,-93.5376119331,44.7805526881,1,61.7815,87.1753,0.0
312,-93.4996942153,44.78072489,1,62.3539,87.3583,0.0
313,-93.4617761697,44.7808845033,1,62.6016,87.4424,0.0
314,-93.4238578211,44.7810315276,1,62.8712,87.5757,0.0
315,-93.3859391945,44.7811659628,1,63.1761,87.7812,0.0
316,-93.3480203146,44.7812878086,1,63.4728,88.0497,0.0
317,-93.3101012064,44.7813970648,1,63.649,88.2753,0.0
318,-93.27218189480001,44.7814937312,1,63.6735,88.2724,0.0
319,-93.2342624045,44.7815778076,1,63.7317,88.0244,0.0
320,-93.1963427606,44.7816492939,1,63.9539,87.7757,0.0
321,-93.1584229879,44.7817081899,1,64.2661,87.6799,0.0
322,-93.1205031112,44.7817544956,1,64.5404,87.7042,0.0
323,-93.0825831554,44.7817882109,1,64.6908,87.7273,0.0
324,-93.0446631455,44.7818093357,1,64.6974,87.6449,0.0
325,-93.0067431063,44.7818178699,1,64.5948,87.4514,0.0
326,-92.9688230626,44.7818138136,1,64.4252,87.1931,0.0
327,-92.9309030394,44.7817971668,1,64.2147,86.9001,0.0
328,-92.8929830615,44.7817679294,1,63.9796,86.5833,0.0
329,-92.8550631538,44.7817261016,1,63.7349,86.2505,0.0
330,-92.8171433413,44.7816716835,1,63.4969,85.9168,0.0
331,-92.7792236487,44.781604675,1,63.2836,85.6065,0.0
332,-93.993052903,44.8045071997,1,59.6693,86.1981,0.0
333,-93.9551233818,44.8048307382,1,59.7476,86.357,0.0
334,-93.9171932333,44.8051416813,1,59.8985,86.5744,0.0
335,-93.8792624825,44.8054400285,1,60.0397,86.7592,0.0
336,-93.8413311543,44.8057257793,1,60.1401,86.8836,0.0
337,-93.8033992735,44.8059989332,1,60.1365,86.9431,0.0
338,-93.7654668651,44.8062594897,1,60.2299,87.0096,0.0
339,-93.727533954,44.8065074483,1,60.3612,87.0555,0.0
340,-93.689600565,44.8067428087,1,60.5363,87.0845,0.0
341,-93.6516667231,44.8069655704,1,60.7556,87.1067,0.0
342,-93.6137324532,44.807175733,1,61.2532,87.0901,0.0
343,-93.5757977802,44.8073732961,1,61.7367,87.1669,0.0
344,-93.5378627289,44.8075582595,1,62.0025,87.2167,0.0
345,-93.4999273244,44.8077306227,1,62.526,87.3856,0.0
346,-93.4619915915,44.8078903855,1,62.7285,87.4569,0.0
347,-93.4240555551,44.8080375476,1,62.9623,87.5797,0.0
348,-93.3861192401,44.8081721087,1,63.245,87.7821,0.0
349,-93.3481826716,44.8082940687,1,63.5196,88.0555,0.0
350,-93.3102458742,44.8084034272,1,63.6653,88.2878,0.0
351,-93.2723088731,44.8085001842,1,63.6833,88.2935,0.0
352,-93.2343716931,44.8085843394,1,63.8078,88.0433,0.0
353,-93.1964343592,44.8086558926,1,64.1268,87.8141,0.0
354,-93.1584968962,44.8087148438,1,64.5139,87.7701,0.0
355,-93.1205593291,44.8087611929,1,64.8255,87.8788,0.0
356,-93.0826216828,44.8087949398,1,64.9778,87.9709,0.0
357,-93.04468398220001,44.8088160843,1,64.9626,87.8816,0.0
358,-93.0067462522,44.8088246266,1,64.8392,87.647,0.0
359,-92.96880851780001,44.8088205665,1,64.6585,87.3674,0.0
360,-92.9308708039,44.808803904,1,64.4425,87.077,0.0
361,-92.8929331354,44.8087746393,1,64.204,86.7766,0.0
362,-92.85499553730001,44.8087327723,1,63.9566,86.4671,0.0
363,-92.8170580344,44.8086783032,1,63.7155,86.1587,0.0
364,-92.7791206517,44.8086112319,1,63.4528,85.7484,0.0
365,-93.9935165324,44.8315097837,1,59.5214,85.9737,0.0
366,-93.9555693096,44.8318336252,1,59.6302,86.1549,0.0
367,-93.9176214585,44.8321448596,1,59.8749,86.4667,0.0
368,-93.87967300410001,44.8324434863,1,60.0717,86.7043,0.0
369,-93.8417239712,44.8327295047,1,60.1705,86.8172,0.0
370,-93.8037743848,44.8330029145,1,60.258,86.8965,0.0
371,-93.7658242699,44.8332637151,1,60.2809,86.9387,0.0
372,-93.7278736514,44.833511906,1,60.4408,87.003,0.0
373,-93.6899225543,44.8337474868,1,60.6558,87.0563,0.0
374,-93.6519710034,44.8339704572,1,60.9185,87.1017,0.0
375,-93.6140190238,44.8341808167,1,61.4428,87.111,0.0
376,-93.57606664030001,44.8343785649,1,61.9367,87.1954,0.0
377,-93.5381138781,44.8345637015,1,62.1887,87.2442,0.0
378,-93.5001607619,44.8347362262,1,62.64,87.389,0.0
379,-93.4622073167,44.8348961387,1,62.7875,87.4402,0.0
380,-93.4242535676,44.8350434386,1,62.9842,87.5427,0.0
381,-93.3862995394,44.8351781258,1,63.2524,87.726,0.0
382,-93.3483452572,44.8353002001,1,63.5169,87.9736,0.0
383,-93.3103907459,44.835409661,1,63.6621,88.1771,0.0
384,-93.2724360304,44.8355065086,1,63.727,88.1682,0.0
385,-93.2344811357,44.8355907426,1,63.9366,87.9667,0.0
386,-93.1965260868,44.8356623629,1,64.3253,87.8023,0.0
387,-93.1585709086,44.8357213694,1,64.7459,87.8252,0.0
388,-93.1206156261,44.8357677619,1,65.0583,88.0416,0.0
389,-93.0826602643,44.8358015403,1,65.1933,88.233,0.0
390,-93.04470484820001,44.8358227047,1,65.1577,88.1023,0.0
391,-93.0067494026,44.835831255,1,65.0294,87.7933,0.0
392,-92.9687939526,44.8358271911,1,64.8527,87.4912,0.0
393,-92.930838523,44.835810513,1,64.6408,87.2108,0.0
394,-92.892883139,44.8357812209,1,64.405,86.9326,0.0
395,-92.85492782550001,44.8357393147,1,64.1227,86.5371,0.0
396,-92.8169726073,44.8356847945,1,63.8696,86.2406,0.0
397,-92.7790175096,44.8356176604,1,63.638,85.964,0.0
398,-93.9939808151,44.8585122357,1,59.3122,85.7413,0.0
399,-93.9560158658,44.8588363805,1,59.4609,85.9422,0.0
400,-93.9180502871,44.8591479064,1,59.8685,86.4256,0.0
401,-93.880084104,44.8594468128,1,60.1375,86.7464,0.0
402,-93.8421173415,44.8597330992,1,60.2054,86.8177,0.0
403,-93.8041500246,44.8600067651,1,60.2735,86.856,0.0
404,-93.76618217830001,44.86026781,1,60.42,86.9276,0.0
405,-93.72821382750001,44.8605162334,1,60.5074,86.9642,0.0
406,-93.6902449972,44.8607520349,1,60.7627,87.0339,0.0
407,-93.6522757124,44.8609752141,1,61.2857,87.0271,0.0
408,-93.6143059981,44.8611857707,1,61.6147,87.1276,0.0
409,-93.5763358793,44.8613837041,1,62.1109,87.2163,0.0
410,-93.5383653811,44.8615690142,1,62.3402,87.2613,0.0
411,-93.5003945283,44.8617417005,1,62.6919,87.3728,0.0
412,-93.462423346,44.8619017628,1,62.7697,87.3976,0.0
413,-93.4244518592,44.8620492007,1,62.9342,87.4752,0.0
414,-93.38648009280001,44.8621840141,1,63.2126,87.6341,0.0
415,-93.348508072,44.8623062027,1,63.5005,87.8433,0.0
416,-93.3105358217,44.8624157662,1,63.6914,88.0067,0.0
417,-93.2725633668,44.8625127045,1,63.8437,87.9828,0.0
418,-93.2345907325,44.8625970175,1,64.1321,87.8475,0.0
419,-93.1966179437,44.8626687049,1,64.5443,87.755,0.0
420,-93.1586450254,44.8627277666,1,64.944,87.8229,0.0
421,-93.1206720026,44.8627742025,1,65.2038,88.1351,0.0
422,-93.0826989003,44.8628080127,1,65.2924,88.4675,0.0
423,-93.0447257436,44.8628291969,1,65.2615,88.2479,0.0
424,-93.0067525574,44.8628377551,1,65.1643,87.8539,0.0
425,-92.9687793668,44.8628336874,1,65.0104,87.5531,0.0
426,-92.9308061967,44.8628169937,1,64.8109,87.2995,0.0
